"Data Source","World Development Indicators",
"Netherlands","NLD","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.49053812","26.674686164467","26.674686164467","26.86234","26.86295","26.85873413","26.8632526","",
"Norway","NOR","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.746612096","0.830781615307169","0.830781615307169","0.833068","1.534445","9.948864937","9.8145514","",
"Nepal","NPL","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","",
"New Zealand","NZL","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.34299947","30.3711096049962","30.3711096049962","30.42272","30.42154","30.42153931","30.4215393","",
"OECD members","OED","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.92082745415","24.2527458132885","24.2112077383245","25.1679829174322","25.9044777178899","20.2982891972861","","",
"Oman","OMN","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12319562","0.123193766688499","0.123193766688499","0.123194","0.123194","0.329986572","0.3299866","",
"Other small states","OSS","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.13799795496447","7.42455386420288","7.42455906165516","7.43173484129801","7.48376162426107","7.48398913958431","","",
"Pakistan","PAK","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.766350953","0.766529034487532","0.766529034487532","0.766529","0.766529","0.766529322","0.7665293","",
"Panama","PAN","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.681379615","1.68141684962454","1.68141684962454","1.681414","11.5708","26.84472847","26.8447285","",
"Peru","PER","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.480837131","0.481531062400898","0.481531062400898","0.481531","0.481531","0.481531292","7.9589729","",
"Philippines","PHL","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.159055757","1.15906292876311","1.15906292876311","1.159064","1.159064","1.744403958","1.744404","",
"Palau","PLW","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.98527096","82.987627518726","82.987627518726","100","100","100","100","",
"Papua New Guinea","PNG","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.190497411","0.190475345710919","0.190475345710919","0.138886","0.138886","0.138885811","0.1388858","",
"Poland","POL","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.57274867","22.5718228259043","22.5718228259043","22.57243","22.57247","22.57246971","22.5724697","",
"Pre-demographic dividend","PRE","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.746109145","1.74720503989319","1.74720503989319","1.747204","1.813428","1.817150354","1.8171504","",
"Korea, Dem. People's Rep.","PRK","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.022420113","0.0220855166086922","0.0220855166086922","0.022085","0.022085","0.022085465","0.0220855","",
"Portugal","PRT","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.356609453","16.5639347523567","16.5639347523567","16.5646","16.81832","16.81914139","16.9033108","",
"Paraguay","PRY","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"West Bank and Gaza","PSE","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06815911842669","1.0683910239058","1.0683910239058","1.17131643681867","1.17381104084139","1.17341644281796","","",
"Post-demographic dividend","PST","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.198710419393","24.7485217293149","24.7018152068082","25.5095498974811","26.3367376383664","20.0955649198134","","",
"French Polynesia","PYF","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.004316575","0.00431538936782624","0.00431538936782624","0.004315","0.004315","0.042181484","0.0421815","",
"Qatar","QAT","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.181319695","1.68232793319086","1.68232793319086","1.682346","2.292062","2.292061567","2.2920616","",
"Romania","ROU","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.426852898","23.0963049640615","23.0963049640615","23.09595","23.09858","23.09858322","23.0985832","",
"Russian Federation","RUS","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.974555675","2.97456010539994","2.97456010539994","2.97456","2.97456","2.243342161","2.2433422","",
"Rwanda","RWA","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.457762767729621","0.458209837695856","0.457745802496206","0.457737426650748","0.457738550034444","0.511427003432637","","",
"Saudi Arabia","SAU","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.526743887","2.49410110479624","2.49410110479624","2.494099","2.494099","2.494098663","2.4940987","",
"Sudan","SDN","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9645193","15.9643552354566","15.9643552354566","15.96444","15.96444","15.96443939","15.9644394","",
"Senegal","SEN","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.102720254","1.11482648349117","1.11482648349117","1.114824","1.114824","1.851562619","1.8515626","",
"Singapore","SGP","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0131785692156559","0.0131785692156559","0.013184","0.013184","0.013184012","0.013184","",
"Solomon Islands","SLB","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.118030274","0.118055184897544","0.118055184897544","0.11675","0.11675","0.116749495","0.1167495","",
"Sierra Leone","SLE","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.537853547","0.537561270535741","0.537561270535741","0.537563","0.537563","1.627439499","1.6274395","",
"El Salvador","SLV","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.705660137","0.705446690690414","0.705446690690414","0.705446","0.707033","0.707033455","0.7070335","",
"San Marino","SMR","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","",
"Serbia","SRB","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.87522978280437","5.83004257457068","5.8300455705303","5.84004787171623","5.88986978505291","5.88997813010957","","",
"Sao Tome and Principe","STP","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.026573694","0.0267864929962601","0.0267864929962601","0.026786","0.026786","0.026786458","0.0267865","",
"Suriname","SUR","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.543279605","1.54322371356405","1.54322371356405","1.543224","1.543224","1.543223858","1.5432239","",
"Slovak Republic","SVK","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","","100","2.313674","2.31366992","2.324218","",
"Sweden","SWE","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.204257955","15.2131849830871","15.2131849830871","15.36861","15.37623","15.76342773","15.8150454","",
"Eswatini","SWZ","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.427135678","8.69125972364776","8.69125972364776","8.699403","8.699418","8.699419975","8.69942","",
"Seychelles","SYC","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.036096789","0.0361027859453036","0.0361027859453036","15.65658","32.81502","32.8150177","32.8150177","",
"Syrian Arab Republic","SYR","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.245011565","0.246979556483572","0.246979556483572","0.246989","0.246989","0.246988833","0.2469888","",
"Turks and Caicos Islands","TCA","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.09724965","0.0971332601341424","0.0971332601341424","0.097133","0.097133","0.097133152","0.0971332","",
"Chad","TCD","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.04827047240803","4.27450266523856","4.27451494638856","4.18618571527255","4.37960868240705","4.44624425259343","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0132716586245","3.15864249307366","3.15865104499044","3.15891898669697","9.12399838540775","8.78536679009954","","",
"Togo","TGO","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.199730686","0.199648310814398","0.199648310814398","0.199649","0.199649","0.199649096","0.1996491","",
"Thailand","THA","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.881452831","1.88138445843919","1.88138445843919","1.881387","4.370125","4.443102837","4.4431028","",
"Tajikistan","TJK","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.994150365","2.99386284449424","2.99386284449424","2.993857","2.993857","2.993856668","2.9938567","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.72785582854839","17.6318357527614","17.6318357228469","19.2858718365626","19.474379939001","19.5353207254962","","",
"Timor-Leste","TLS","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.374075617","1.3743454660287","1.3743454660287","1.37165","1.37165","1.371649981","1.37165","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.381625914031","1.30563128087114","1.30563128087114","1.30691652816576","0.969702271945675","0.969006458206692","","",
"Tonga","TON","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.505116498","1.50513952862475","1.50513952862475","0.058384","0.058384","0.058384005","0.058384","",
"South Asia (IDA & IBRD)","TSA","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.457762767729621","0.458209837695856","0.457745802496206","0.457737426650748","0.457738550034444","0.511427003432637","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.048813631","0.0489089122943094","0.0489089122943094","0.048909","0.048909","0.048908614","0.0489086","",
"Tunisia","TUN","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04","1.03551613107214","1.03551613107214","1.035521","1.035521","1.035521269","1.0355213","",
"Turkiye","TUR","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.105499246","0.105570641629233","0.105570641629233","0.105571","0.105571","1.761303425","1.7613034","",
"Tuvalu","TUV","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.008471103","0.00848309165420097","0.00848309165420097","0.02922","0.02922","0.029219836","0.0292198","",
"Tanzania","TZA","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.495788254","3.01503117538247","3.01503117538247","3.015036","3.015036","3.015036106","3.0150361","",
"Uganda","UGA","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.415059478","3.41515562380437","3.41515562380437","3.415151","3.415151","9.239787102","9.2397871","",
"Upper middle income","UMC","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.84807183306457","8.1352125400436","8.1352204556617","8.60455842632559","11.1686510105427","10.9796727607176","","",
"Uruguay","URY","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.716383034","0.716039761481013","0.716039761481013","0.71604","0.752423","0.752423048","0.752423","",
"United States","USA","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.08291724","41.0574077685482","41.0574077685482","41.05742","37.3732","19.04817963","19.0481796","",
"Uzbekistan","UZB","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.219112649","0.220097096415405","0.220097096415405","0.220098","0.220098","0.220097497","0.2200975","",
"Venezuela, RB","VEN","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.485976129","3.48596490918941","3.48596490918941","3.485964","4.349998","4.349997997","4.3506241","",
"British Virgin Islands","VGB","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.055880143","0.00411569575364715","0.00411569575364715","0.004116","0.004116","0.004115671","0.0041157","",
"Virgin Islands (U.S.)","VIR","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.849285185","0.850065911232453","0.850065911232453","0.85006","0.490335","0.852163732","0.8521637","",
"Viet Nam","VNM","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.560849723","0.560890835455187","0.560890835455187","0.560891","0.560891","0.560890615","0.5608906","",
"Vanuatu","VUT","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.007716134","0.00763734601990884","0.00763734601990884","0.007637","0.007637","0.007637343","0.0076373","",
"World","WLD","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.75107866313638","11.4656904862444","11.4505571537845","11.9887317866245","13.310388971825","11.9176421417252","","",
"Samoa","WSM","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.085408327","0.0868040515315485","0.0868040515315485","0.086804","0.144013","0.144013375","0.1440134","",
"Kosovo","XKX","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.467506305","0.46757350017511","0.46757350017511","0.467573","0.467573","0.467573524","0.4675735","",
"South Africa","ZAF","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.07881781","12.0564621192386","12.0564621192386","14.5628","15.45991","15.49616146","15.4969616","",
"Zambia","ZMB","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zimbabwe","ZWE","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
